category_A,category_B,support,confidence,lift,leverage
"Pizza, Mì, Cơm Đông Lạnh",Nước Trái Cây,0.003612553623842854,0.21621621621621623,2.4060844764362352,0.002111129355816497
"Bánh, Ngũ Cốc",Bánh Quy,0.029351998193723187,0.43333333333333335,2.4050543024227236,0.017147700700666357
Bánh Quy,"Bánh, Ngũ Cốc",0.029351998193723187,0.16290726817042606,2.405054302422723,0.017147700700666357
"Kem Tươi, Whipping Cream","Cơm, Cháo, Canh Ăn Liền",0.004741476631293746,0.9130434782608695,2.4042030708783537,0.0027693151742494834
Mì Ý,Bia,0.0033867690223526757,0.29411764705882354,2.403407857607988,0.0019776161764751615
"Tô, Chén, Đĩa, Muỗng, Đũa",Trà Túi Lọc,0.0033867690223526757,0.15463917525773196,2.4031470428648944,0.0019774632404163514
Đậu Các Loại,"Phở, Bún Ăn Liền",0.0033867690223526757,0.9375,2.4014965297860034,0.00197649464537722
Tương Ớt,Sữa Có Đường,0.006096184240234816,0.36486486486486486,2.401168627765953,0.0035573437066123586
Nước Dinh Dưỡng,"Cơm, Cháo, Canh Ăn Liền",0.006999322646195529,0.9117647058823529,2.4008358396866476,0.0040839535357822705
Dầu Gội,Bàn Chải Đánh Răng,0.20907654097990516,0.6849112426035503,2.3998986499138644,0.12195763660975219
Bàn Chải Đánh Răng,Dầu Gội,0.20907654097990516,0.7325949367088608,2.399898649913864,0.12195763660975219
"Cà Phê Hạt, Phin",Sữa Không Đường,0.013095506886430346,0.20422535211267606,2.3992416034669555,0.007637320904865563
Sữa Không Đường,"Cà Phê Hạt, Phin",0.013095506886430346,0.15384615384615385,2.3992416034669555,0.007637320904865563
Hạt Sấy Khô,"Cà Phê Hạt, Phin",0.006773538044705351,0.15384615384615385,2.3992416034669555,0.003950338399068395
Bột Ngọt,Bánh Quy,0.004289907428313389,0.4318181818181818,2.3966450216450217,0.002499943795998387
"Nước Rửa Tay, Dưỡng Da Tay, Rửa Tay Khô",Dầu Gội,0.02212689094603748,0.7313432835820896,2.3957983749889604,0.01289118431185987
Bàn Chải Đánh Răng,Sữa Tắm,0.19914201851433733,0.6977848101265823,2.395727848101266,0.11601821182979788
Sữa Tắm,Bàn Chải Đánh Răng,0.19914201851433733,0.6837209302325581,2.3957278481012656,0.11601821182979788
"Khăn Tắm, Bông Tắm","Tắm, Gội",0.009257168661097314,0.16872427983539096,2.395127677535085,0.00539216858284503
Khử Mùi,Kem Đánh Răng,0.12169790020320614,0.7293640054127198,2.3946280059102567,0.07087668709501577
Kem Đánh Răng,Khử Mùi,0.12169790020320614,0.3995552260934025,2.3946280059102567,0.07087668709501577
Topokki,"Cơm, Cháo, Canh Ăn Liền",0.011289230074508919,0.9090909090909091,2.393795265376716,0.006573191807663943
Nui,Nước Có Ga,0.007676676450666065,0.44155844155844154,2.3937115516062883,0.004469658276101686
"Sữa Hạt, Sữa Đậu",Kẹo,0.024158952359449086,0.4692982456140351,2.391854924999495,0.014058443291385862
Nước Suối,"Cơm, Cháo, Canh Ăn Liền",0.01783698351772409,0.9080459770114943,2.3910437765659385,0.0103770684410784
"Cá Viên, Bò Viên","Phở, Bún Ăn Liền",0.003160984420862497,0.9333333333333333,2.3908232118758437,0.0018388521924480072
Bột Các Loại,Bia,0.01512756829984195,0.2925764192139738,2.390813580624889,0.008800195717372328
Bánh Xốp,Kẹo,0.01535335290133213,0.4689655172413793,2.3901591206698147,0.00892978353787087
"Tô, Chén, Đĩa, Muỗng, Đũa","Cơm, Cháo, Canh Ăn Liền",0.019869044931135695,0.9072164948453608,2.388859605035733,0.011551668351427282
"Cà Phê Hạt, Phin",Nước Có Ga,0.028223075186272296,0.44014084507042256,2.3860266864343957,0.016394592568398487
Nước Có Ga,"Cà Phê Hạt, Phin",0.028223075186272296,0.15299877600979192,2.3860266864343957,0.016394592568398487
Sữa Công Thức,Kẹo,0.004967261232783924,0.46808510638297873,2.3856719633719363,0.002885138749455101
"Miến, Bún Khô",Nước Trái Cây,0.005418830435764281,0.21428571428571427,2.384601579325197,0.0031464045165892547
Bánh Bông Lan,Sữa Chua Ăn,0.010837660871528562,0.26373626373626374,2.3838528818120657,0.006291381629962947
Mặt Nạ,Sữa Có Đường,0.010386091668548205,0.36220472440944884,2.3836622948134454,0.006028892374358312
"Pastry, Pie",Sữa Chua Ăn,0.006547753443215173,0.2636363636363636,2.3829499072356213,0.003800002253257933
"Vang Trắng, Vang Hồng","Cơm, Cháo, Canh Ăn Liền",0.004289907428313389,0.9047619047619048,2.3823962403034935,0.0024892382718816703
Thực Phẩm Chế Biến Khác,Nước Có Ga,0.006547753443215173,0.4393939393939394,2.3819776714513554,0.0037988807221599917
Đồ Uống Khác,Mì Ăn Liền,0.019869044931135695,0.3333333333333333,2.3811827956989244,0.01152485356244922
"Nhà Vệ Sinh, Cát Vệ Sinh","Dầu Gội, Dầu Xả",0.005418830435764281,0.3333333333333333,2.3811827956989244,0.0031431418806679694
Nui,Bánh Quy,0.007450891849175886,0.42857142857142855,2.3786251342642317,0.0043184554926246335
Đồ Chơi Bé Gái,Bánh Quy,0.0033867690223526757,0.42857142857142855,2.3786251342642317,0.001962934314829379
Bánh Kẹo Khác,Kẹo,0.004741476631293746,0.4666666666666667,2.3784426543920216,0.0027479551047023204
"Móc Treo, Thùng Đựng Đồ","Nước Súc Miệng, Xịt Thơm Miệng",0.007902461052156242,0.6481481481481481,2.378333179907331,0.004579772238445056
Mì Ăn Liền,Nước Có Ga,0.06141341160532852,0.43870967741935485,2.3782682512733446,0.03559066786208287
Nước Có Ga,Mì Ăn Liền,0.06141341160532852,0.3329253365973072,2.3782682512733446,0.03559066786208287
Xúc Xích,Trà Đóng Chai,0.0040641228268232105,0.15517241379310345,2.378057511036869,0.002355113348305094
"Dao Cạo, Tẩy Lông",Bàn Chải Đánh Răng,0.008579814856626778,0.6785714285714286,2.377684222423147,0.004971339527685531
"Bánh Tráng, Bánh Phồng",Socola,0.005193045834274102,0.24210526315789474,2.3775703115882836,0.0030088640210325823
Bánh Lạt,Bánh Snack,0.003612553623842854,0.8421052631578947,2.374082883848705,0.002090890817367276
Xúc Xích,Cà Phê Hòa Tan,0.005193045834274102,0.19827586206896552,2.373415657036347,0.0030050406195623264
Viên Giặt,Nước Giặt,0.007225107247685708,0.5517241379310345,2.372413793103448,0.004179640529911209
Váng Sữa,"Cơm, Cháo, Canh Ăn Liền",0.0040641228268232105,0.9,2.369857312722949,0.0023491998206977647
Bánh Xốp,"Băng Vệ Sinh, Tampon, Tã Người Lớn",0.006096184240234816,0.18620689655172415,2.369857312722949,0.003523799731046647
"Há Cảo, Dim Sum",Sữa Không Đường,0.005870399638744638,0.20155038759689922,2.367816091954023,0.0033911531893719023
Tương Cà,"Phở, Bún Ăn Liền",0.008128245653646421,0.9230769230769231,2.3645504293277573,0.004690701859768747
Đường,Bánh Snack,0.023481598554978552,0.8387096774193549,2.3645099689944766,0.013550746554822149
Rong Biển,Mì Ăn Liền,0.010611876270038383,0.33098591549295775,2.3644139027714672,0.006123712730820658
"Nước Súc Miệng, Xịt Thơm Miệng",Sữa Tắm,0.18762700383833822,0.6884838442419221,2.363794531897266,0.10825165995523765
Sữa Tắm,"Nước Súc Miệng, Xịt Thơm Miệng",0.18762700383833822,0.6441860465116279,2.363794531897266,0.10825165995523765
Thực Phẩm Chức Năng,Cà Phê Hòa Tan,0.006773538044705351,0.19736842105263158,2.362553342816501,0.0039064967288761285
Xà Bông Cục,Ủ Tóc,0.003160984420862497,0.18666666666666668,2.3621333333333334,0.0018227939062729322
Thủy Sản Hộp,Kẹo,0.008579814856626778,0.4634146341463415,2.361868141120997,0.004947175630393513
Đồ Chơi Bé Trai,Socola,0.008579814856626778,0.24050632911392406,2.361868141120997,0.004947175630393513
Sữa Công Thức,Bánh Quy,0.004515692029803568,0.425531914893617,2.36175545246094,0.002603685422557998
"Nước Rửa Tay, Dưỡng Da Tay, Rửa Tay Khô",Ủ Tóc,0.0056446150372544595,0.1865671641791045,2.3608742004264394,0.0032537146511877704
Mì Ý,"Phở, Bún Ăn Liền",0.010611876270038383,0.9215686274509803,2.3606867848353916,0.006116626693429117
"Bánh Bao, Bánh Giò",Bia,0.005870399638744638,0.28888888888888886,2.360680606806068,0.003383659322490201
"Bình Nước, Ly Nước",Bánh Quy,0.041770151275682996,0.42528735632183906,2.3603981217411345,0.024073919910750592
Bánh Quy,"Bình Nước, Ly Nước",0.041770151275682996,0.23182957393483708,2.3603981217411345,0.024073919910750592
Rong Biển,Bia,0.009257168661097314,0.2887323943661972,2.3594017982433346,0.00533364505100698
Thủy Sản Khô,Sữa Chua Uống,0.009934522465567848,0.352,2.3585597579425115,0.0057224085125025985
"Tăng Lực, Bù Khoáng",Trà Đóng Chai,0.006321968841724994,0.15384615384615385,2.357732233164759,0.003640591901291397
"Nước Rửa Tay, Dưỡng Da Tay, Rửa Tay Khô",Sữa Tắm,0.02077218333709641,0.6865671641791045,2.3572139303482587,0.011960007628450613
Pizza,Nước Có Ga,0.009031384059607135,0.43478260869565216,2.3569794050343247,0.005199622084802943
"Bánh, Ngũ Cốc",Socola,0.016256491307292842,0.24,2.3568957871396896,0.009359075054951198
Socola,"Bánh, Ngũ Cốc",0.016256491307292842,0.15964523281596452,2.356895787139689,0.009359075054951198
"Dầu Gội, Dầu Xả",Bàn Chải Đánh Răng,0.09415217882140438,0.6725806451612903,2.3566927827684774,0.05420120196526914
Bàn Chải Đánh Răng,"Dầu Gội, Dầu Xả",0.09415217882140438,0.3299050632911392,2.3566927827684765,0.05420120196526914
Thức Ăn Cho Mèo,"Phở, Bún Ăn Liền",0.005193045834274102,0.92,2.3566685945633314,0.002989492120249952
Bánh Xốp,Nước Có Ga,0.014224429893881237,0.43448275862068964,2.35535390199637,0.00818523982489637
"Cà Phê Hạt, Phin",Sữa Chua Ăn,0.0167080605102732,0.2605633802816901,2.355173900546134,0.009613866528929052
Sữa Chua Ăn,"Cà Phê Hạt, Phin",0.0167080605102732,0.1510204081632653,2.355173900546134,0.009613866528929052
Thực Phẩm Chức Năng,Nước Có Ga,0.014901783698351772,0.4342105263157895,2.3538781163434903,0.008571046522588326
"Móc Treo, Thùng Đựng Đồ",Sữa Tắm,0.0083540302551366,0.6851851851851852,2.3524691358024694,0.00480285496956292
Rau Lá,Kẹo,0.005418830435764281,0.46153846153846156,2.3523059219261753,0.0031152055605919663
Pizza,"Băng Vệ Sinh, Tampon, Tã Người Lớn",0.0038383382253330323,0.18478260869565216,2.351730384807596,0.002206204605710194
Thực Phẩm Chức Năng,Trà Túi Lọc,0.005193045834274102,0.1513157894736842,2.351500461680517,0.002984649145054295
Sữa Người Lớn,Socola,0.0038383382253330323,0.23943661971830985,2.351363167921052,0.0022059497122788436
Nước Trái Cây,Mì Ăn Liền,0.029577782795213368,0.32914572864321606,2.3512684389690386,0.01699828217120876
Mì Ăn Liền,Nước Trái Cây,0.029577782795213368,0.21129032258064517,2.3512684389690386,0.01699828217120876
Tẩy Tế Bào Chết,"Cơm, Cháo, Canh Ăn Liền",0.0056446150372544595,0.8928571428571429,2.351048921352132,0.0032437228286788353
Socola,Kẹo,0.046963197109957104,0.4611973392461197,2.3505673366180257,0.026983681365674146
Kẹo,Socola,0.046963197109957104,0.23935558112773303,2.3505673366180257,0.026983681365674146
"Sữa Hạt, Sữa Đậu",Mì Ăn Liền,0.01693384511176338,0.32894736842105265,2.349851443123939,0.00972749802062506
Sữa Không Đường,Sữa Chua Ăn,0.02212689094603748,0.259946949602122,2.349602122015915,0.012709598231365849
Sữa Chua Ăn,Sữa Không Đường,0.02212689094603748,0.2,2.349602122015915,0.012709598231365849
Cà Phê Đóng Chai,Bánh Snack,0.009031384059607135,0.8333333333333334,2.3493528538086146,0.005187183285353044
Cá Biển,Bánh Snack,0.0033867690223526757,0.8333333333333334,2.3493528538086146,0.0019451937320073916
"Tô, Chén, Đĩa, Muỗng, Đũa",Sữa Chua Uống,0.007676676450666065,0.35051546391752575,2.3486126924216664,0.004408076023087432
"Pizza, Mì, Cơm Đông Lạnh","Cơm, Cháo, Canh Ăn Liền",0.014901783698351772,0.8918918918918919,2.348507246842562,0.008556568575687623
Nước Suối,Bia,0.0056446150372544595,0.28735632183908044,2.3481571022606778,0.0032407660648751703
Dầu Gội,Răng Miệng,0.08286294874689547,0.27144970414201186,2.348145975869083,0.04757427862227654
Răng Miệng,Dầu Gội,0.08286294874689547,0.716796875,2.3481459758690826,0.04757427862227654
Răng Miệng,Bàn Chải Đánh Răng,0.07744411831113118,0.669921875,2.3473765699169307,0.044452343875096924
Bàn Chải Đánh Răng,Răng Miệng,0.07744411831113118,0.2713607594936709,2.3473765699169307,0.044452343875096924
Ủ Tóc,"Dầu Gội, Dầu Xả",0.02596522917137051,0.32857142857142857,2.3471658986175115,0.014902854250763441
"Dầu Gội, Dầu Xả",Ủ Tóc,0.02596522917137051,0.18548387096774194,2.3471658986175115,0.014902854250763441
Phô Mai,Nước Trái Cây,0.007902461052156242,0.21084337349397592,2.3462947266452745,0.004534401207664685
"Rau, Trái Cây Đông Lạnh",Bia,0.006999322646195529,0.28703703703703703,2.3455480388137215,0.004015234266690205
"Bình Nước, Ly Nước",Sữa Có Đường,0.03499661323097765,0.3563218390804598,2.344947140100084,0.020072347931980775
Sữa Có Đường,"Bình Nước, Ly Nước",0.03499661323097765,0.2303120356612184,2.3449471401000834,0.020072347931980775
Sữa Tắm,Kem Đánh Răng,0.20794761797245429,0.713953488372093,2.3440326167531507,0.1192339983384007
Kem Đánh Răng,Sữa Tắm,0.20794761797245429,0.6827279466271312,2.3440326167531507,0.1192339983384007
Thịt Khô,"Phở, Bún Ăn Liền",0.026416798374350868,0.9140625,2.3414591165413534,0.015134603358547221
Nấm Tươi,"Cơm, Cháo, Canh Ăn Liền",0.003612553623842854,0.8888888888888888,2.340599815035011,0.0020691229183299525
"Bơ Phết, Đậu Phộng","Cơm, Cháo, Canh Ăn Liền",0.003612553623842854,0.8888888888888888,2.340599815035011,0.0020691229183299525
"Bánh Kem, Bánh Lạnh","Bình Nước, Ly Nước",0.004515692029803568,0.22988505747126436,2.340599815035011,0.002586403647912441
Sữa Đặc,"Băng Vệ Sinh, Tampon, Tã Người Lớn",0.003612553623842854,0.1839080459770115,2.340599815035011,0.0020691229183299525
"Thịt Xay, Đùi, Vai, Nạc",Dầu Gội,0.011289230074508919,0.7142857142857143,2.3399196956889265,0.006464607205908675
Sữa Không Đường,Sữa Có Đường,0.0302551365996839,0.35543766578249336,2.3391284127052945,0.017320773340553274
Sữa Có Đường,Sữa Không Đường,0.0302551365996839,0.19910846953937592,2.339128412705294,0.017320773340553274
Sữa Đặc,Cà Phê Hòa Tan,0.0038383382253330323,0.19540229885057472,2.3390183286735016,0.0021973343142992004
"Bánh Kem, Bánh Lạnh",Cà Phê Hòa Tan,0.0038383382253330323,0.19540229885057472,2.3390183286735016,0.0021973343142992004
Bơ,Socola,0.0033867690223526757,0.23809523809523808,2.338190265019533,0.001938311609360931
Thịt Khô,Cà Phê Hòa Tan,0.0056446150372544595,0.1953125,2.3379434121621623,0.0032302644555035347
"Nhà Vệ Sinh, Cát Vệ Sinh",Bàn Chải Đánh Răng,0.010837660871528562,0.6666666666666666,2.335970464135021,0.006198192591461244
Đường,"Cơm, Cháo, Canh Ăn Liền",0.02483630616391962,0.8870967741935484,2.3358808637950212,0.014203783525941855
Thủy Sản Hộp,Cà Phê Hòa Tan,0.003612553623842854,0.1951219512195122,2.335662491760053,0.0020658602824086673
Rau Lá,Mì Ăn Liền,0.0038383382253330323,0.3269230769230769,2.335390818858561,0.002194785379985696
Đường,"Phở, Bún Ăn Liền",0.025513659968390157,0.9112903225806451,2.3343579171253195,0.014584033546830374
"Tăng Lực, Bù Khoáng",Sữa Chua Ăn,0.010611876270038383,0.25824175824175827,2.3341892801076476,0.006065597028472768
"Pastry, Pie",Sữa Có Đường,0.008805599458116957,0.35454545454545455,2.3332567877887342,0.005031647313543034
Rau Lá,Bánh Snack,0.009708737864077669,0.8269230769230769,2.331280908779317,0.005544187025302403
"Bánh, Ngũ Cốc",Nước Có Ga,0.02912621359223301,0.43,2.3310526315789475,0.01663133758743673
Nước Có Ga,"Bánh, Ngũ Cốc",0.02912621359223301,0.15789473684210525,2.331052631578947,0.01663133758743673
"Móc Treo, Thùng Đựng Đồ",Khử Mùi,0.004741476631293746,0.3888888888888889,2.3307021500526237,0.0027071211769999874
Nhuộm Tóc,Kem Đánh Răng,0.055768796568074055,0.7097701149425287,2.3302978792293993,0.03183675034121309
Kem Đánh Răng,Nhuộm Tóc,0.055768796568074055,0.18309859154929578,2.3302978792293993,0.03183675034121309
Rau Củ,Kẹo,0.003612553623842854,0.45714285714285713,2.329903008384021,0.0020620368809384114
"Kem Tươi, Whipping Cream",Bánh Snack,0.004289907428313389,0.8260869565217391,2.3289236985581048,0.0024478945573166372
"Rau, Trái Cây Đông Lạnh",Cà Phê Hòa Tan,0.004741476631293746,0.19444444444444445,2.327552552552553,0.002704368327941403
Đường,Bánh Quy,0.011740799277489276,0.41935483870967744,2.327471905570378,0.006696356313692454
Kem Đánh Răng,Dầu Gội,0.21630164822759088,0.7101556708673091,2.326390137774639,0.12332427323128045
Dầu Gội,Kem Đánh Răng,0.21630164822759088,0.7085798816568047,2.326390137774639,0.12332427323128045
"Túi Rác, Sọt Rác",Dầu Gội,0.01106344547301874,0.7101449275362319,2.3263549438298603,0.006307745788255642
"Miến, Bún Khô",Trà Đóng Chai,0.0038383382253330323,0.15178571428571427,2.326155462184874,0.0021882601081431264
"Dầu Gội, Dầu Xả","Nước Súc Miệng, Xịt Thơm Miệng",0.08873334838564009,0.6338709677419355,2.325944089584948,0.05058395830228943
"Nước Súc Miệng, Xịt Thơm Miệng","Dầu Gội, Dầu Xả",0.08873334838564009,0.3256006628003314,2.3259440895849477,0.05058395830228943
Bánh Bông Lan,Sữa Không Đường,0.008128245653646421,0.1978021978021978,2.3237823184772783,0.004630394073911244
Bơ,Nước Có Ga,0.006096184240234816,0.42857142857142855,2.3233082706766917,0.0034722602792275972
Trà Túi Lọc,Bia,0.018288552720704447,0.28421052631578947,2.3224509613517186,0.010413875052565398
"Bánh Que, Bánh Gấu",Cà Phê Hòa Tan,0.008579814856626778,0.19387755102040816,2.3207666850523996,0.004882840528320674
Nui,Mì Ăn Liền,0.0056446150372544595,0.3246753246753247,2.3193338919145368,0.0032108925547209045
Tương Ớt,Bia,0.004741476631293746,0.28378378378378377,2.3189637977460853,0.0026968234823734312
Rượu Khác,Bánh Snack,0.0083540302551366,0.8222222222222222,2.318028149091166,0.004750092029273388
Răng Miệng,Khử Mùi,0.044705351095055315,0.38671875,2.317695999661705,0.025416647528418195
Khử Mùi,Răng Miệng,0.044705351095055315,0.2679296346414073,2.317695999661705,0.025416647528418195
Thủy Sản Đông Lạnh,"Phở, Bún Ăn Liền",0.004289907428313389,0.9047619047619048,2.3176347462061746,0.002438922308533103
Hạt Sấy Khô,Sữa Chua Ăn,0.011289230074508919,0.2564102564102564,2.3176347462061746,0.006418216601402903
Vang Đỏ,Sữa Có Đường,0.0056446150372544595,0.352112676056338,2.317246719544608,0.003208700471211291
Topokki,Kẹo,0.0056446150372544595,0.45454545454545453,2.3166649231091117,0.00320808872697605
Mật Ong,Kẹo,0.004515692029803568,0.45454545454545453,2.3166649231091117,0.0025664709815808404
Đậu Hủ,Kẹo,0.0033867690223526757,0.45454545454545453,2.3166649231091117,0.00192485323618563
Tẩy Tế Bào Chết,Bánh Snack,0.005193045834274102,0.8214285714285714,2.315790670182777,0.0029505953826258822
"Pastry, Pie","Băng Vệ Sinh, Tampon, Tã Người Lớn",0.004515692029803568,0.18181818181818182,2.3140020898641587,0.0025642279193849567
Trái Cây Sấy,Kẹo,0.02212689094603748,0.4537037037037037,2.312374802881132,0.012557987618398637
"Cà Phê Hạt, Phin",Sữa Chua Uống,0.02212689094603748,0.34507042253521125,2.3121284438857046,0.012556968044673236
Rong Biển,Sữa Chua Uống,0.01106344547301874,0.34507042253521125,2.3121284438857046,0.006278484022336618
Hạt Sấy Khô,"Phở, Bún Ăn Liền",0.03973808986227139,0.9025641025641026,2.312004864231585,0.02255037089288302
Ủ Tóc,"Tắm, Gội",0.012869722284940167,0.16285714285714287,2.3118406593406595,0.007302849744247578
"Tắm, Gội",Ủ Tóc,0.012869722284940167,0.18269230769230768,2.311840659340659,0.007302849744247578
Bột Các Loại,Sữa Chua Uống,0.01783698351772409,0.34497816593886466,2.311510282818807,0.010120390755708555
Trà Túi Lọc,Cà Phê Hòa Tan,0.01241815308195981,0.19298245614035087,2.3100521574205786,0.007042450614780016
Trà Sấy Khô,Sữa Chua Uống,0.013998645292391058,0.34444444444444444,2.3079341065725334,0.0079332011999771
Trái Cây Sấy,Bia,0.013772860690900881,0.2824074074074074,2.307716618832855,0.007804683931890233
"Miến, Bún Khô",Sữa Không Đường,0.004967261232783924,0.19642857142857142,2.3076449412656306,0.0028147371837161225
Phô Mai,Socola,0.008805599458116957,0.23493975903614459,2.3072022012662625,0.004989029131821247
Bột Ngọt,Bánh Snack,0.008128245653646421,0.8181818181818182,2.3066373473757307,0.004604394943913504
Bánh Xốp,Sữa Chua Ăn,0.0083540302551366,0.25517241379310346,2.306446164672766,0.004731994595647511
Nhuộm Tóc,Bàn Chải Đánh Răng,0.051704673741250845,0.6580459770114943,2.3057639495125857,0.029280577054258808
Bàn Chải Đánh Răng,Nhuộm Tóc,0.051704673741250845,0.18117088607594936,2.3057639495125852,0.029280577054258808
Sữa Đặc,Nước Có Ga,0.0083540302551366,0.42528735632183906,2.3055051421657593,0.004730516213745678
"Dầu Gội, Dầu Xả",Kem Đánh Răng,0.09821630164822759,0.7016129032258065,2.303516344245439,0.0555787480256592
Kem Đánh Răng,"Dầu Gội, Dầu Xả",0.09821630164822759,0.3224610822831727,2.3035163442454385,0.0555787480256592
Vang Đỏ,Bánh Snack,0.013095506886430346,0.8169014084507042,2.303027586268726,0.007409293241179502
Sữa Người Lớn,Bánh Snack,0.013095506886430346,0.8169014084507042,2.303027586268726,0.007409293241179502
Socola,Sữa Chua Uống,0.03499661323097765,0.3436807095343681,2.302816736047982,0.01979930608831823
Sữa Chua Uống,Socola,0.03499661323097765,0.2344931921331316,2.302816736047982,0.01979930608831823
"Tô, Chén, Đĩa, Muỗng, Đũa",Sữa Không Đường,0.004289907428313389,0.1958762886597938,2.301156717438267,0.0024256678501028825
Thực Phẩm Chức Năng,Bánh Quy,0.014224429893881237,0.4144736842105263,2.300380886426593,0.008040919164065775
"Bánh Kem, Bánh Lạnh","Cơm, Cháo, Canh Ăn Liền",0.017159629713253556,0.8735632183908046,2.30024464581027,0.009699714636607865
Rượu Mạnh,"Cơm, Cháo, Canh Ăn Liền",0.009257168661097314,0.8723404255319149,2.2970248184785085,0.005227099596702516
Bánh Xốp,"Phở, Bún Ăn Liền",0.029351998193723187,0.896551724137931,2.296603577910293,0.01657138665238312
Trang Điểm Mặt,"Phở, Bún Ăn Liền",0.005870399638744638,0.896551724137931,2.296603577910293,0.003314277330476624
Bánh Xốp,Bánh Quy,0.013547076089410703,0.41379310344827586,2.296603577910293,0.007648332301099902
"Bánh Kem, Bánh Lạnh",Bánh Quy,0.008128245653646421,0.41379310344827586,2.296603577910293,0.00458899938065994
"Bình Nước, Ly Nước",Kẹo,0.04425378189207496,0.45057471264367815,2.296427390447469,0.024983073801691177
Kẹo,"Bình Nước, Ly Nước",0.04425378189207496,0.22554660529344073,2.296427390447469,0.024983073801691177
"Bánh Que, Bánh Gấu",Mì Ăn Liền,0.014224429893881237,0.32142857142857145,2.2961405529953915,0.008029499938341279
Đồ Uống Khác,Bánh Snack,0.04854368932038835,0.8143939393939394,2.2959584707675096,0.027400585061990845
Soju,"Cơm, Cháo, Canh Ăn Liền",0.01535335290133213,0.8717948717948718,2.295588280130492,0.00866515317744289
Trà Đóng Chai,Sữa Chua Uống,0.022352675547527658,0.34256055363321797,2.2953111831187933,0.012614268088040802
Hộp Thực Phẩm,Giấy Vệ Sinh,0.013772860690900881,0.43884892086330934,2.2947601776901974,0.007770987020265711
Nước Trái Cây,Socola,0.02099796793858659,0.23366834170854273,2.294716375669924,0.01184739571048001
Socola,Nước Trái Cây,0.02099796793858659,0.20620842572062084,2.294716375669924,0.01184739571048001
Gia Vị Hoàn Chỉnh,Nước Trái Cây,0.010611876270038383,0.20614035087719298,2.2939588292338886,0.005985866363146366
Nước Trái Cây,Sữa Chua Ăn,0.022804244750508015,0.2537688442211055,2.2937596143985233,0.012862381354117275
Sữa Chua Ăn,Nước Trái Cây,0.022804244750508015,0.20612244897959184,2.2937596143985233,0.012862381354117275
Rau Lá,Nước Có Ga,0.004967261232783924,0.4230769230769231,2.2935222672064777,0.002801482725285902
Thực Phẩm Chức Năng,Sữa Chua Uống,0.011740799277489276,0.34210526315789475,2.2922605302969985,0.006618868710561933
"Bánh Tráng, Bánh Phồng","Phở, Bún Ăn Liền",0.01919169112666516,0.8947368421052632,2.2919545828133088,0.010818187013373391
"Flan, Pudding, Thạch","Phở, Bún Ăn Liền",0.0038383382253330323,0.8947368421052632,2.2919545828133088,0.0021636374026746787
Sữa Người Lớn,Sữa Chua Ăn,0.0040641228268232105,0.2535211267605634,2.2915205518827246,0.0022905743314871737
Vang Đỏ,Sữa Chua Ăn,0.0040641228268232105,0.2535211267605634,2.2915205518827246,0.0022905743314871737
Trà Túi Lọc,"Cơm, Cháo, Canh Ăn Liền",0.05599458116956423,0.8701754385964913,2.291324029455327,0.031556928332276635
Dầu Xả,Dầu Gội,0.18965906525174983,0.6994171523730225,2.2912119584764175,0.10688232146333708
Dầu Gội,Dầu Xả,0.18965906525174983,0.621301775147929,2.2912119584764175,0.10688232146333708
Sữa Người Lớn,Nước Có Ga,0.006773538044705351,0.4225352112676056,2.29058561897702,0.0038164173902368987
"Chả Lụa, Nem","Phở, Bún Ăn Liền",0.009482953262587492,0.8936170212765957,2.28908605392368,0.00534027228022209
Sữa Công Thức,"Phở, Bún Ăn Liền",0.009482953262587492,0.8936170212765957,2.28908605392368,0.00534027228022209
Chân Giò,Sữa Tắm,0.003160984420862497,0.6666666666666666,2.2888888888888888,0.0017799718098060664
Nui,Sữa Không Đường,0.0033867690223526757,0.19480519480519481,2.288573495470047,0.0019069087386185625
"Cà Phê Hạt, Phin","Bánh, Ngũ Cốc",0.009934522465567848,0.15492957746478872,2.287276995305164,0.005591138395357145
Tẩy Tế Bào Chết,"Phở, Bún Ăn Liền",0.0056446150372544595,0.8928571428571429,2.2871395521771465,0.0031766348775474117
"Pizza, Mì, Cơm Đông Lạnh",Bánh Snack,0.013547076089410703,0.8108108108108109,2.285856830732706,0.0076205998957689786
"Pastry, Pie",Cà Phê Hòa Tan,0.004741476631293746,0.19090909090909092,2.2852334152334155,0.002666644100101545
"Pizza, Mì, Cơm Đông Lạnh","Phở, Bún Ăn Liền",0.014901783698351772,0.8918918918918919,2.284666968877495,0.008379264704840288
"Sữa Hạt, Sữa Đậu",Nước Có Ga,0.021675321743057124,0.42105263157894735,2.2825484764542936,0.012179215979411951
Bơ,Bánh Snack,0.011515014675999097,0.8095238095238095,2.2822284865569396,0.0064695011597906025
Topokki,"Phở, Bún Ăn Liền",0.01106344547301874,0.8909090909090909,2.2821494295178506,0.006215627302165611
Bột Ăn Dặm,"Cơm, Cháo, Canh Ăn Liền",0.005870399638744638,0.8666666666666667,2.2820848196591363,0.003298015129556469
Trà Sấy Khô,Bánh Quy,0.0167080605102732,0.4111111111111111,2.281718184349763,0.009385482014439102
Thủy Sản Khô,"Bình Nước, Ly Nước",0.006321968841724994,0.224,2.280680459770115,0.0035500027757894674
